Emotion,Sentence,Sentence_cleaned
Enjoyment,tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????,tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa
Enjoyment,"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚",thật sự mình rất thích bạn này xem phim mỗi tập cứ canh đúng cảnh có bạn ý dễ thương quá 😗😚
Surprise,bọn ngáo này mà cũng có người sợ nó nữa hả,bọn ngáo này mà cũng có người sợ nó nữa hả
Other,em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,em đã bao giờ nghĩ đến mối quan hệ đồng tính
Sadness,"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu",từ khi lấy vợ làm vlog thiếu muối hẳn huhu
Disgust,nhưng đứa bạn thân đều là lũ khốn,nhưng đứa bạn thân đều là lũ khốn
Sadness,"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓",vợ người ta chưa bao giờ làm tôi thất vọng còn vợ tôi thì đi hết 1 3 cuộc đời rồi vẫn chưa tìm thấy 😓
Disgust,hỏi nhây khiếp,hỏi nhây khiếp
Sadness,có tiền sẽ thấy các vị gọi là thượng hạng còn không tiền sẽ chỉ thấy vị mặn của mồ hôi + nước mắt,có tiền sẽ thấy các vị gọi là thượng hạng còn không tiền sẽ chỉ thấy vị mặn của mồ hôi nước mắt
Other,nước biển sao đục quá nhỉ,nước biển sao đục quá nhỉ
Enjoyment,"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ",người đàn ông ốm đau nói với vợ mình ” ở lại với anh ” rồi cầm tay bà đó là tình yêu vỏn vẹn 20 năm ngắn ngủi tình yêu bố dành cho mẹ
Anger,con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy
Enjoyment,hy vọng mọi điều tốt đẹp sẽ tới,hy vọng mọi điều tốt đẹp sẽ tới
Sadness,t cũng buồn lắm chớ bộ 😓😓,tao cũng buồn lắm chớ bộ 😓😓
Sadness,t đã thử rồi mà dume vẫn la :)))),tao đã thử rồi mà dume vẫn la
Disgust,ý thức tồi,ý thức tồi
Anger,"má , sờ mông có cái mà táng bố ..??",má sờ mông có cái mà táng bố
Fear,trò này cũng nguy hiểm chết người đừng đùa theo mà mang họa,trò này cũng nguy hiểm chết người đừng đùa theo mà mang họa
Enjoyment,nhìn cái mặt cưng vãi,nhìn cái mặt cưng vãi
Other,sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,sáng kiến hay đỡ bao nhiều tiền để tiêu hủy
Disgust,đéo có lol gì là buồn cười,đéo có lol gì là buồn cười
Other,"per tiền bạc là phù du , quan trọng là tình nghĩa",per tiền bạc là phù du quan trọng là tình nghĩa
Other,k tiền cạp đất mà ăn ah @@,không tiền cạp đất mà ăn ah
Disgust,thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác,thứ thiếu ý thức nhưng lên mạng thì dạy người khác
Disgust,có mà thần kinh hơn ấy 😑😑😑,có mà thần kinh hơn ấy 😑
Disgust,đéo hiểu chó hay người .,đéo hiểu chó hay người
Disgust,đau chán riết quen có cái lol gì phải than vãn :)),đau chán riết quen có cái lol gì phải than vãn
Enjoyment,một bộ phim rất đáng xem !!,một bộ phim rất đáng xem
Disgust,"đâu phải có tiền muốn làm cha ai thì làm , gì cũng vừa phải thôi . ý thức từ nhỏ không được dạy dỗ cẩn thận",đâu phải có tiền muốn làm cha ai thì làm gì cũng vừa phải thôi ý thức từ nhỏ không được dạy dỗ cẩn thận
Fear,mấy lần đi ngang hết hồn,mấy lần đi ngang hết hồn
Sadness,"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :((",anh giờ thích ai rồi không còn giữ câu nói trước kia nữa đâu nhỉ ừ gần 1 năm rồi cơ mà
Other,công nhận già thật,công nhận già thật
Disgust,"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền",hà nội làm con người ta trở nên nhỏ nhen và bon chen luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền
Disgust,chán vãi dạo này ngủ sớm quen :))),chán vãi dạo này ngủ sớm quen
Fear,"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣",hồi nhỏ hay bị ngỗng rượt vừa chạy vừa khóc la 🤣🤣
Sadness,lại mưa 😞,lại mưa 😞
Disgust,bố mấy con trẻ trâu :)) tưởng thế là hay :)))),bố mấy con trẻ trâu tưởng thế là hay
Sadness,chả có tiền mua 😩😩😩,chả có tiền mua 😩
Fear,đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((,đề nghị admin xóa bài đi ạ chứ bố mẹ em sắp đi chợ về rồi ạ
Other,sao mày không ngủ chung với cả mẹ mày và em mày ?,sao mày không ngủ chung với cả mẹ mày và em mày
Enjoyment,haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣,haha con mấy cái video toàn đóng vào mỏ nhau không cười tụt quần 🤣
Surprise,thế đéo nào lại ra được nhỉ ??,thế đéo nào lại ra được nhỉ
Other,vẫn là chính sách trên giấy tờ,vẫn là chính sách trên giấy tờ
Other,sớm muộn củng chết đuối à ;))),sớm muộn củng chết đuối à
Enjoyment,bức ảnh xuất sắc ❤️,bức ảnh xuất sắc ❤️
Sadness,việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn,việc đớn đau nhất là nhường người mình yêuu nhất cho 1 người khác 😔 chỉ vì đơn giản không muốn ai phải đau buồn
Sadness,ủa mắc gì gỡ fan cứng của em ? huhu,ủa mắc gì gỡ fan cứng của em huhu
Sadness,"ai cho mình xin tên phim với , mình không xem được 😢",ai cho mình xin tên phim với mình không xem được 😢
Surprise,tao đang đọc cái lol gì đây :)) sao lại thành truyện giáo dục rồi dume,tao đang đọc cái lol gì đây sao lại thành truyện giáo dục rồi dume
Enjoyment,mặt ô kia khát nước nhìn buồn cườ thế 😂😂,mặt ô kia khát nước nhìn buồn cườ thế 😂😂
Sadness,tao bị bỏ rơi rồi,tao bị bỏ rơi rồi
Fear,tao nhìn tao thấy ghê vcd ấy 😂😂,tao nhìn tao thấy ghê vcd ấy 😂😂
Other,cậu nhỏ có tăng lên không 🧐,cậu nhỏ có tăng lên không 🧐
Disgust,"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được 🙂",bạn trai tao cắt tóc xong cái đầu như cái đầu buồi không lệch vào đâu được 🙂
Enjoyment,bây giờ gọi hành hiếmkkk,bây giờ gọi hành hiếmk
Sadness,chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?,chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa
Surprise,người yêu mày cắt tóc hay là đi đầu thai lại thế ???,người yêu mày cắt tóc hay là đi đầu thai lại thế
Sadness,sự thật thì cố suy nghĩ vui vẻ hạnh phúc mà trong túi không có tiền chỉ sợ đất cũng không có mà ăn,sự thật thì cố suy nghĩ vui vẻ hạnh phúc mà trong túi không có tiền chỉ sợ đất cũng không có mà ăn
Fear,tao tháy gái nguy hiểm vãi,tao tháy gái nguy hiểm vãi
Other,"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn",chạy tới đưa đồ cho nó trượt chân té sấp mặt luôn
Enjoyment,hẳn là con số đẹp 😍😍😍,hẳn là con số đẹp 😍
Enjoyment,còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng,còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng
Fear,tao còn không dám ăn nói chi ruồi .,tao còn không dám ăn nói chi ruồi
Fear,sợ vãi linh hồn,sợ vãi linh hồn
Fear,có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋,có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋
Other,bốc phốt khách thế không sợ mất khách à bác ??,bốc tố cáo khách thế không sợ mất khách à bác
Sadness,ừ mỗi lần thế lần buồn kinh lắm mày ạ,ừ mỗi lần thế lần buồn kinh lắm mày ạ
Enjoyment,lâu lắc chưa xem lại !!! 😳. một bộ phim vừa ý nghĩa vừa hài hước ! 👍,lâu lắc chưa xem lại 😳 một bộ phim vừa ý nghĩa vừa hài hước 👍
Enjoyment,"gắng , nhanh khỏi bệnh rồi về bên anh",gắng nhanh khỏi bệnh rồi về bên anh
Other,đề này đối với lực học lớp 9 đâu có khó . cẩn thận chút là được,đề này đối với lực học lớp 9 đâu có khó cẩn thận chút là được
Sadness,nghe bài này đau lòng quá mà,nghe bài này đau lòng quá mà
Fear,má . đang định đi chụp :((,má đang định đi chụp
Other,ai muốn tránh đường đông hỏi người dân đường trong núi nhé !,ai muốn tránh đường đông hỏi người dân đường trong núi nhé
Enjoyment,"những hành động đẹp , đáng được trân trọng , và sẽ được lan tỏa ở mọi nơi , thật tuyệt vời 😍",những hành động đẹp đáng được trân trọng và sẽ được lan tỏa ở mọi nơi thật tuyệt vời 😍
Enjoyment,vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng ! vừa đỡ mỏi chân lại khỏe người !,vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng vừa đỡ mỏi chân lại khỏe người
Fear,"tao nói té 1 cái không dập mề thua gì cũg thua , trĩ nội trĩ ngọai nguyên chùm =)))",tao nói té 1 cái không dập mề thua gì cũg thua trĩ nội trĩ ngọai nguyên chùm
Other,năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁,năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁
Enjoyment,bé xinh quá,bé xinh quá
Other,bài hát đầu tiên của phim là gì nhỉ quên mất rồi . bạn nào thông não cho mình phát,bài hát đầu tiên của phim là gì nhỉ quên mất rồi bạn nào thông não cho mình phát
Disgust,đây là trẻ ghé chứ gì nữa ~~~,đây là trẻ ghé chứ gì nữa
Sadness,"t chẳng muốn phải nói "" suýt nữa thì .."" một lần nào nữa trong đời của nhau nữa đâu ... vì vậy sẽ trân trọng khi người tới .",tao chẳng muốn phải nói suýt nữa thì một lần nào nữa trong đời của nhau nữa đâu vì vậy sẽ trân trọng khi người tới
Enjoyment,per cái đoạn vén tóc là quen lắm nhá . thích lém ý,per cái đoạn vén tóc là quen lắm nhá thích lém ý
Enjoyment,"thề , phim này xem đi xem lại gần chục lần . 😄",thề phim này xem đi xem lại gần chục lần 😄
Enjoyment,phim chuẩn chưa này =)))),phim chuẩn chưa này
Other,"per thì mấy ông nhậu bắt sạch , còn đâu mà phá hoại",per thì mấy ông nhậu bắt sạch còn đâu mà phá hoại
Other,ô .. còn lâu lắm ...,ô còn lâu lắm
Other,đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ???,đã năm 20 người ta cho mượn 200 trời rồi từ đó về sau nhà người ta có cần 25 trời tháng hay không
Enjoyment,"tao cũng như mày đây . không sao cả , hãy tự hào vì tên mày vẫn rất đẹp",tao cũng như mày đây không sao cả hãy tự hào vì tên mày vẫn rất đẹp
Other,cho nó đỗ tí mất gì đâu,cho nó đỗ tí mất gì đâu
Disgust,người ta nói ngu thì chết có gì sai ?,người ta nói ngu thì chết có gì sai
Enjoyment,dễ thương vậy,dễ thương vậy
Other,chắc chưa :))) si nghĩ kĩ lại đi,chắc chưa si nghĩ kĩ lại đi
Disgust,má con đĩ mèo nó đanh đá thế,má con đĩ mèo nó đanh đá thế
Sadness,"từ nay sẽ không cap màn hình ib nưa , thật tội lỗi tội lỗi",từ nay sẽ không cap màn hình inbox nưa thật tội lỗi tội lỗi
Enjoyment,t chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa =))))),tao chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa
Other,biết chứ dã từng sài,bt chứ dã từng sài
Enjoyment,ấn tượng vãi :v bàn tay vàng trong làng vẩy khế :v,ấn tượng vãi v bàn tay vàng trong làng vẩy khế v
Enjoyment,thích quá mấy má ơi ! @@@,thích quá mấy má ơi
Disgust,không ngon như lần trước nữa,không ngon như lần trước nữa
Other,mặt thái độ vãi,mặt thái độ vãi
Sadness,cũng muốn kết hôn lắm mà đến giờ vẫn chưa có người yêu 😭,cũng muốn kết hôn lắm mà đến giờ vẫn chưa có người yêu 😭
